
DIMENSION 2

POINTS 125
     0   0                      0
     1   3.83378087821462       0
     2   3.25902947880226       0.170798497601994
     3   3.67857189830069       0.386633486240702
     4   3.51930167118833       0.557402625524369
     5   3.21479704738378       0.683326206858836
     6   3.17846403812857       0.851666872187915
     7   2.1055622565415        0.684138648794938
     8   1.81670846076408       0.69736904023188
     9   2.28998770251694       1.01956821416433
    10   3.01992827702808       1.53873031279367
    11   1.93596384311734       1.11772924596518
    12   2.90665667815705       1.88760491761344
    13   1.5806305363869        1.148395305749
    14   2.94611770652605       2.38571907865789
    15   2.74942121315859       2.47558997980627
    16   1.49675252690384       1.49675252690384
    17   1.50506723247808       1.6715465040495
    18   1.3527876215387        1.67055358723396
    19   1.78640001841814       2.4587686880801
    20   1.43875264518104       2.21548478990983
    21   1.47249303687125       2.55043275365239
    22   1.39379960041756       2.73548573834839
    23   0.940004200274009      2.11128400143985
    24   0.891133181384279      2.32148130600998
    25   0.979249305067831      3.01381946499757
    26   0.979924963370139      3.65712975090243
    27   0.485817349318515      2.2855909293109
    28   0.28723006117475       1.81349923380229
    29   0.200989376690563      1.91228618126105
    30   0.19628065336828       3.74525797607675
    31   2.13010957427791e-16   3.47884782343187
    32   -0.167431495334876     3.19478324831551
    33   -0.29819998733608      2.83718335976003
    34   -0.343967739559118     2.17172683664073
    35   -0.587966667478644     2.76616568718974
    36   -0.813900534818557     3.03751814825034
    37   -0.591307885185545     1.81985854363747
    38   -0.852469607659339     2.22075925289716
    39   -0.779269723377562     1.75026845549617
    40   -1.28272987999086      2.51749913819543
    41   -1.86730302324376      3.23426370938516
    42   -2.05868974704808      3.17010421284364
    43   -1.09586349015132      1.50832669514872
    44   -1.94706600891173      2.40442627799114
    45   -2.65712248744621      2.95103348799184
    46   -1.6638958857731       1.6638958857731
    47   -2.15638486398922      1.94161765259855
    48   -2.67009728930818      2.16220215195904
    49   -1.72213892090859      1.25120716517335
    50   -2.24452306895406      1.45761032408575
    51   -2.73734018658687      1.58040409358951
    52   -3.15064866822983      1.60533567887883
    53   -1.95411237172251      0.870026882207159
    54   -3.09156465974536      1.18674048486275
    55   -2.62497350243791      0.852905593031554
    56   -3.14473650444495      0.842629606774698
    57   -1.83439863137096      0.389913465816407
    58   -2.86759057330006      0.454181728032047
